snomed_id,name,display_name,synonyms,level_concept,type_concept,type_information,active
127287001,Intertrochanteric fracture,Intertrochanteric fracture,"['Intertrochanteric fracture', 'Extracapsular fracture of neck of femur', 'Pertrochanteric fracture of neck of femur', 'Trochanteric fracture of neck of femur', 'Intertrochanteric fracture of femur', 'Intertrochanteric fracture (disorder)']",granular,Disorder,SelfHistory,
128045006,Cellulitis,Cellulitis,"['Cellulitis (disorder)', 'Cellulitis']",group,Disorder,SelfHistory,
128053003,Deep venous thrombosis,Deep venous thrombosis,"['Deep venous thrombosis', 'Deep venous thrombosis (disorder)', 'DVT - Deep vein thrombosis', 'Deep vein thrombosis']",granular,Disorder,SelfHistory,
128060009,Venous varices,Venous varices,"['Venous varices', 'Varicose veins', 'Venous varices (disorder)', 'Varices', 'Varicosities']",granular,Disorder,SelfHistory,
128073008,,Disorder of Ureter,,group,Disorder,SelfHistory,
128136007,Disorder of knee,Knee problems,"['Disorder of knee (disorder)', 'Disorder of knee']",group,Disorder,SelfHistory,
128187005,Vascular headache,Vascular headache,"['Vascular headache', 'Vascular headache (disorder)']",granular,Disorder,SelfHistory,
128188000,Cerebral palsy,Cerebral palsy,"['Cerebral palsy', 'CP - Cerebral palsy', 'Cerebral palsy (disorder)', 'Cerebral palsy (CP)', 'Congenital cerebral palsy', 'Infantile cerebral palsy']",granular,Disorder,SelfHistory,
128192007,Peripheral neuritis,Peripheral neuritis,"['Peripheral neuritis', 'Peripheral neuritis (disorder)']",granular,Disorder,SelfHistory,
128196005,Lumbar radiculopathy,Lumbar radiculopathy,"['Lumbar radiculopathy', 'Lumbar radiculopathy (disorder)']",granular,Disorder,SelfHistory,
128209004,Chronic inflammatory demyelinating polyradiculoneuropathy,Chronic inflammatory demyelinating polyradiculoneuropathy,"['Chronic inflammatory demyelinating polyradiculoneuropathy', 'Chronic inflammatory demyelinating polyradiculoneuropathy (disorder)', 'CIDP - Chronic inflammatory demyelinating polyradiculoneuropathy', 'Chronic inflammatory demyelinating polyneuropathy', 'CIDP - Chronic inflammatory demyelinating polyneuropathy']",granular,Disorder,SelfHistory,
128241005,Inflammatory disease of liver,Inflammatory disorder of liver,"['Inflammatory disorder of liver', 'Inflammatory disease of liver', 'Hepatitis', 'Inflammatory liver disease', 'Inflammatory disease of liver (disorder)']",group,Disorder,SelfHistory,
128276007,Cellulitis of foot,Cellulitis of foot,"['Cellulitis of foot', 'Cellulitis of foot (disorder)']",granular,Disorder,SelfHistory,
128333008,Diarrheal disorder,Diarrheal disease,"['Diarrheal disease', 'Diarrheal disorder', 'Diarrhoeal disease', 'Diarrheal disorder (disorder)', 'Diarrhoeal disorder', 'Diarrhoea disorder', 'Diarrhea disorder']",granular,Disorder,SelfHistory,
128473001,Uveitis,Uveitis,"['Uveitis', 'Uveitis (disorder)', 'Intraocular inflammation']",granular,Disorder,SelfHistory,
128613002,Seizure,Seizure Disorders,"['Seizure', 'Fit', 'Fit - convulsion', 'Convulsion', 'Fitting', 'Seizure (finding)']",group,Disorder,SelfHistory,
1286877004,,Colorectal Cancer,,granular,Disorder,SelfHistory,
128869009,Infestation caused by Sarcoptes scabiei var hominis,Scabies,"['Scabies', 'Sarcoptic itch', 'Infestation by Sarcoptes scabiei var hominis', 'Infestation caused by Sarcoptes scabiei var hominis', 'Infestation caused by Sarcoptes scabiei var hominis (disorder)']",granular,Disorder,SelfHistory,
128873007,Post-scabetic nodules,Nodular scabies,"['Nodular scabies', 'Post-scabetic nodules', 'Post-scabetic nodule', 'Post-scabetic nodules (disorder)']",granular,Disorder,SelfHistory,
129103003,Endometriosis,Endometriosis,"['Endometriosis (clinical)', 'Endometriosis (disorder)', 'Endometriosis']",granular,Disorder,SelfHistory,
129154003,Neoplasm of hematopoietic cell type,Haematological Malignancy,"['Neoplasm of hematopoietic cell type (disorder)', 'Neoplasm of hematopoietic cell type', 'Neoplasm of haematopoietic cell type']",group,Disorder,SelfHistory,
129252005,Suprapubic cystostomy,suprapubic cystostomy,"['Suprapubic cystostomy', 'Urinary vesicostomy', 'Urinary cystostomy', 'Suprapubic cystostomy (procedure)']",granular,Procedure,SelfHistory,
12976005,Donor nephrectomy,donor nephrectomy,"['Donor nephrectomy', 'Donor nephrectomy (procedure)', 'Removal of kidney from donor']",granular,Procedure,SelfHistory,
131148009,Bleeding,Bleeding,"['Bleeding', 'Bleeding (finding)', 'Hemorrhage', 'Haemorrhage']",,Finding,SelfHistory,
13181000122107,Allergy to levofloxacin,levofloxacin allergy,"['Levofloxacin allergy', 'Allergy to levofloxacin', 'Allergy to levofloxacin (finding)']",granular,Allergy,SelfHistory,
13197004,Contraception,Uses contraception,"['Contraception', 'Birth control', 'Family planning', 'Contraception (finding)']",granular,Finding,SelfHistory,
13200003,Peptic ulcer,Peptic ulcer,"['Peptic ulcer', 'Gastroduodenal ulcer', 'Peptic ulcer (disorder)', 'Peptic ulcer disease', 'Peptic ulceration', 'PUD - Peptic ulcer disease', 'PU - Peptic ulcer']",granular,Disorder,SelfHistory,
13213009,Congenital heart disease,Congenital heart disease,"['Congenital heart disease', 'Congenital anomaly of heart', 'CHD - Congenital heart disease', 'Congenital heart disease (disorder)']",group,Disorder,SelfHistory,
13277001,Cystic acne,Cystic acne,"['Cystic acne', 'Acne cystica', 'Cystic acne vulgaris', 'Cystic acne (disorder)']",granular,Disorder,SelfHistory,
1335005,Induratio penis plastica,Induratio penis plastica,"['Induratio penis plastica', ""Peyronie's disease"", 'Penile fibromatosis', 'Fibrous cavernositis', 'Plastic induration of penis', 'Induratio penis plastica (disorder)', 'Peyronies disease']",granular,Disorder,SelfHistory,
133861000,Open reduction and fixation,open reduction and fixation,"['Open reduction and fixation', 'Open reduction and fixation (procedure)']",granular,Procedure,SelfHistory,
133864008,Lithotripsy,Lithotripsy,"['Lithotripsy', 'Lithotrity', 'Lithotripsy (procedure)']",group,Procedure,SelfHistory,
134401001,Left ventricular systolic dysfunction,Left ventricular systolic dysfunction,"['Left ventricular systolic dysfunction', 'Left ventricular systolic dysfunction (disorder)']",granular,Disorder,SelfHistory,
13445001,Ménière's disease,Ménières disease,"[""Ménière's disease"", 'Aural vertigo', 'Auditory vertigo', ""Ménière's syndrome"", ""Ménière's vertigo"", 'Otogenic vertigo', 'Meniere syndrome', 'Meniere disease', 'Meniere disorder', ""Ménière's disease (disorder)"", 'Menieres disease']",granular,Disorder,SelfHistory,
13529000,Nasal septoplasty,nasal septoplasty,"['Nasal septoplasty', 'Nasal septoplasty (procedure)']",granular,Procedure,SelfHistory,
135830006,Pangastritis,Pangastritis,"['Pangastritis', 'Pangastritis (disorder)']",granular,Disorder,SelfHistory,
135841008,Dry eczema,Dry eczema,"['Dry eczema', 'Dry eczema (disorder)']",granular,Disorder,SelfHistory,
13600006,Folliculitis,Folliculitis,"['Folliculitis', 'Folliculitis (disorder)']",granular,Disorder,SelfHistory,
13619001,Thyroidectomy,thyroidectomy,"['Thyroidectomy', 'Thyroid gland excision', 'Excision of thyroid gland', 'Thyroidectomy (procedure)']",granular,Procedure,SelfHistory,
13644009,Hypercholesterolemia,Hypercholesterolemia,"['Hypercholesterolemia', 'Hypercholesterolaemia', 'Hypercholesterolemia (disorder)', 'High cholesterol']",granular,Disorder,SelfHistory,
13645005,Chronic obstructive lung disease,Chronic obstructive lung disease,"['Chronic obstructive lung disease', 'Chronic airway obstruction', 'Chronic irreversible airway obstruction', 'Chronic airflow obstruction', 'CAFL - Chronic airflow limitation', 'COAD - Chronic obstructive airways disease', 'CAO - Chronic airflow obstruction', 'Chronic airflow limitation', 'CAL - Chronic airflow limitation', 'COPD - Chronic obstructive pulmonary disease', 'Chronic obstructive airway disease', 'Chronic airway disease', 'COLD - Chronic obstructive lung disease', 'Chronic obstructive pulmonary disease', 'Chronic obstructive lung disease (disorder)']",group,Disorder,SelfHistory,
13714004,Arthroscopy,arthroscopy,"['Arthroscopy', 'Arthroscopy (procedure)']",group,Procedure,SelfHistory,
13746004,Bipolar disorder,Bipolar disorder,"['Bipolar disorder', 'Bipolar disorder (disorder)', 'Manic-depressive psychosis', 'Manic-depressive illness', 'MDI - Manic-depressive illness', 'Bipolar affective disorder']",granular,Disorder,SelfHistory,
13758004,Paraphimosis,Paraphimosis,"['Paraphimosis', 'Paraphimosis (disorder)']",granular,Disorder,SelfHistory,
13791008,Asthenia,Asthenia,"['Asthenia', 'General weakness', 'Debility', 'Lassitude', 'Weakness', 'Weakness - general', 'Feeling weak', 'Asthenia (finding)']",,Finding,SelfHistory,
1386000,Intracranial hemorrhage,Intracranial bleed,"['Intracranial hemorrhage', 'Intracranial haemorrhage', 'Intracranial hemorrhage (disorder)']",granular,Disorder,SelfHistory,
13885002,Division of fascia,fasciotomy,"['Division of fascia', 'Incision of fascia with division', 'Fasciotomy', 'Division fasciotomy', 'Division of fascia (procedure)']",granular,Procedure,SelfHistory,
1390003,Laparoscopic-assisted sigmoid colectomy,laparoscopic sigmoid colectomy,"['Laparoscopic-assisted sigmoid colectomy', 'Laparoscopic-assisted sigmoidectomy', 'Laparoscopic-assisted sigmoid colectomy (procedure)', 'Laparoscopic sigmoid colectomy']",granular,Procedure,SelfHistory,
139011000119104,Coronary arteriosclerosis following coronary artery bypass graft,Coronary arteriosclerosis following coronary artery bypass graft,"['Coronary arteriosclerosis following coronary artery bypass graft', 'Coronary arteriosclerosis following coronary artery bypass graft (disorder)']",granular,Disorder,SelfHistory,
13920009,Hepatic encephalopathy,Hepatic encephalopathy,"['Hepatic encephalopathy', 'Hepatocerebral encephalopathy', 'HE - Hepatic encephalopathy', 'Hepatic encephalopathy (disorder)']",granular,Disorder,SelfHistory,
140004,Chronic pharyngitis,Chronic pharyngitis,"['Chronic pharyngitis', 'Chronic sore throat', 'Chronic pharyngitis (disorder)']",granular,Disorder,SelfHistory,
14077003,Pica,Pica,"['Pica', 'Abnormal craving', 'Eats abnormal objects', 'Pica (disorder)']",granular,Disorder,SelfHistory,
14094001,Excessive vomiting in pregnancy,Hyperemesis Gravidarum,"['Excessive vomiting in pregnancy', 'Hyperemesis arising during pregnancy', 'Hyperemesis gravidarum', 'Persistent AND/OR vicious vomiting arising during pregnancy', 'Excessive vomiting in pregnancy (disorder)', 'Hyperemesis of pregnancy', 'Excessive pregnancy vomiting', 'Hyperemesis in pregnancy']",granular,Disorder,SelfHistory,
141000119100,Daytime somnolence,Daytime somnolence,"['Daytime somnolence', 'Daytime somnolence (finding)']",,Finding,SelfHistory,
14140009,Hyperkalemia,Hyperkalemia,"['Hyperkalemia', 'Potassium excess', 'Hyperkalemic syndrome', 'K overload', 'K excess', 'Hyperpotassemia', 'Hyperkalaemia', 'Hyperkalaemic syndrome', 'Hyperpotassaemia', 'Hyperkalemia (disorder)']",granular,Disorder,SelfHistory,
14290001000004107,,thumb surgery,,group,Procedure,SelfHistory,
14304000,Disorder of thyroid gland,Thyroid Disease,"['Disorder of thyroid gland', 'Thyroid disorder', 'Thyroid disease', 'Disorder of thyroid gland (disorder)']",group,Disorder,SelfHistory,
14375003,Operation on mandible,mandible operation,"['Operation on mandible', 'Lower jaw operation', 'Mandible operation', 'Operation on mandible (procedure)']",group,Procedure,SelfHistory,
14560005,Dermal mycosis,Dermal mycosis,"['Dermal mycosis', 'Cutaneous mycosis', 'Fungal dermatitis', 'Dermal mycosis (disorder)', 'Fungal dermatosis', 'Dermatomycosis']",granular,Disorder,SelfHistory,
14669001,Acute renal failure syndrome,Acute renal failure syndrome,"['Acute renal failure syndrome', 'Acute renal failure syndrome (disorder)', 'ARF - Acute renal failure', 'Acute renal failure']",granular,Disorder,SelfHistory,
14671001,Thoracoscopy,thoracoscopy,"['Thoracoscopy', 'Transpleural thoracoscopy', 'Thoracoscopy (procedure)']",granular,Procedure,SelfHistory,
146801000119103,Leiomyoma,Fibroid,"['Leiomyoma', 'Leiomyoma (disorder)']",granular,Disorder,SelfHistory,
1475003,Herpes labialis,Herpes labialis,"['Herpes labialis', 'Cold sores', 'Fever blister', 'Herpes simplex labialis', 'Cold sore', 'Herpes labialis (disorder)']",granular,Disorder,SelfHistory,
14756005,Parotitis,Parotitis,"['Parotitis', 'Parotitis (disorder)']",granular,Disorder,SelfHistory,
14760008,Constipation,Constipation,"['Constipation', 'Costiveness', 'Difficulty defaecating', 'Difficulty defecating', 'Difficulty passing stool', 'Difficulty opening bowels', 'Constipated', 'CN - Constipation', 'Difficult passing motion', 'Constipation (finding)']",granular,Disorder,SelfHistory,
14783006,Hyperbilirubinemia,Hyperbilirubinemia,"['Hyperbilirubinemia', 'Hyperbilirubinaemia', 'Bilirubinemia', 'Bilirubinaemia', 'Hyperbilirubinemia (disorder)']",group,Disorder,SelfHistory,
14784000,Opioid-induced organic mental disorder,Opioid-induced organic mental disorder,"['Opioid-induced organic mental disorder', 'Opioid-related disorder', 'Opioid-induced organic mental disorder (disorder)', 'Opioid induced mental disorder']",granular,Disorder,SelfHistory,
1482004,Cyst of meibomian gland,Chalazion,"['Chalazion', 'Meibomian gland cyst', 'Tarsal cyst', 'Meibomian cyst', 'Cyst of meibomian gland (disorder)', 'Cyst of meibomian gland']",granular,Disorder,SelfHistory,
14852000,Myringitis,Myringitis,"['Myringitis', 'Tympanitis', 'Myringitis (disorder)']",granular,Disorder,SelfHistory,
14861000,Operation on bladder,Urinary bladder operation,"['Operation on bladder', 'Operation on bladder (procedure)', 'Bladder operation']",group,Procedure,SelfHistory,
1489008,Hordeolum externum,Hordeolum externum,"['Hordeolum externum', 'Hordeolum externum (disorder)', 'External hordeolum', 'Stye', 'Boil of eyelid', 'Sty', 'Furuncle of eyelid', 'Hordeolum, external']",granular,Disorder,SelfHistory,
15167005,Alcohol abuse,Alcohol abuse,"['Alcohol abuse', 'Ethanol abuse', 'AA - Alcohol abuse', 'Alcohol abuse (disorder)']",granular,Disorder,SelfHistory,
15170009,Submandibular lymphadenitis,Submandibular lymphadenitis,"['Submandibular lymphadenitis', 'Submandibular lymphadenitis (disorder)', 'Submandibular adenitis']",granular,Disorder,SelfHistory,
15188001,Hearing loss,Hearing loss,"['Hearing loss', 'Impaired hearing', 'HOH - Hard of hearing', 'Hard of hearing', 'Hearing impairment', 'Difficulty hearing', 'Hypoacusis', 'HL - Hearing loss', 'HI - Hearing impairment', 'Hearing impaired', 'Hearing loss (disorder)']",group,Disorder,SelfHistory,
1532007,Viral pharyngitis,Viral pharyngitis,"['Viral pharyngitis', 'Viral pharyngitis (disorder)']",granular,Disorder,SelfHistory,
1539003,Acquired trigger finger,Acquired trigger finger,"['Acquired trigger finger', 'Acquired trigger finger (disorder)', 'Nodular tendinous disease of finger', 'Triggering of finger', 'Trigger finger']",granular,Disorder,SelfHistory,
154283005,Pulmonary tuberculosis,Pulmonary tuberculosis,"['Pulmonary tuberculosis', 'Pulmonary tuberculosis (disorder)', 'PTB - Pulmonary tuberculosis', 'TB - Pulmonary tuberculosis']",granular,Disorder,SelfHistory,
15627891000119105,,Family history of systemic lupus erythematosus,,granular,Situation,FamilyHistory,
156329007,Seborrheic dermatitis of scalp,Seborrhoeic dermatitis of scalp,"['Seborrhoeic dermatitis of scalp', 'Seborrheic dermatitis of scalp', 'Seborrheic dermatitis of scalp (disorder)', 'Seborrhoeic eczema of scalp', 'Seborrhoea capitis', 'Seborrhea capitis', 'Seborrheic eczema of scalp']",granular,Disorder,SelfHistory,
156370009,Psoriatic arthritis,Psoriatic arthritis,"['Psoriatic arthritis', 'Psoriatic arthritis (disorder)', 'PsA (Psoriatic arthritis)', 'PA (Psoriatic arthritis)']",granular,Disorder,SelfHistory,
15662003,Senile dementia,Senile dementia,"['Senile dementia', 'Senile dementia (disorder)', 'SD - Senile dementia']",granular,Disorder,SelfHistory,
